User,afinn_score,FPPR,happiness_rank_score,happiness_average_score,happiness_standard_deviation_score,twitter_rank_score,google_rank_score,nyt_rank_score,lyrics_rank_score,parse_tree_height,max_verb_phrase_length,fpp_count,number_of_sentences,number_of_definite_articles,other_pronoun_count
user-148,-0.2524964336661912,63.2768361581921,5259.835229929852,5.33635697583788,1.1813030865159784,366.2413294797688,522.1161825726141,491.9921313718782,363.9104549854792,6.5703125,3,668,12,145,503
user-149,-0.043478260869565216,57.14285714285714,5205.850649350649,5.385541125541125,1.1507519480519481,440.48565121412804,495.27944572748265,472.78823529411767,426.2240184757506,5.636363636363637,2,19,20,9,38
user-150,0.7808219178082192,57.49999999999999,5022.603519840611,5.4786518346339035,1.1632358127179145,389.7895542701599,471.0585002659103,455.06520960229307,413.54133099824867,4.447727272727272,3,343,390,153,646
user-151,0.4968152866242038,59.210526315789465,5118.145049218298,5.433187608569774,1.1550290098436595,414.01543942992873,490.4564950980392,520.1406298721547,402.7138026437135,4.3392070484581495,2,156,194,103,461
user-152,-0.06666666666666667,100.0,5225.8646616541355,5.3688721804511275,1.1459593984962408,354.953125,541.9921875,528.6328125,518.5669291338583,5.285714285714286,1,4,6,1,12
user-153,-0.3103448275862069,90.9090909090909,5321.51320754717,5.327811320754717,1.1825966037735849,318.0346153846154,643.5294117647059,607.109649122807,339.1792828685259,3.6,2,23,22,2,14
user-154,0.8571428571428571,58.333333333333336,4859.808988764045,5.519452247191011,1.172922331460674,430.8193641618497,520.6914893617021,543.5610510046367,419.4325925925926,3.5901639344262297,2,38,66,19,75
user-155,0.391304347826087,83.33333333333334,5148.374213836478,5.410849056603774,1.1480000000000001,337.0,489.50169491525423,462.160409556314,377.38235294117646,4.166666666666667,2,34,24,5,14
user-156,-0.3838383838383838,44.73684210526316,5320.464047936085,5.308768308921438,1.1810954061251664,539.58486562942,557.6781206171108,635.5155010814708,537.9768745620182,3.9478260869565216,2,67,89,62,130
user-157,0.7241379310344828,61.48148148148148,4876.088556545118,5.504315241135943,1.1727290203327172,325.7156244675413,440.4091726618705,408.41611600587373,357.9521663778163,4.107226107226107,2,290,418,111,771
user-158,-0.2,66.66666666666666,5146.3387096774195,5.3980645161290335,1.2055048387096772,444.3666666666667,461.6034482758621,505.2068965517241,366.8666666666667,4.333333333333333,1,9,2,4,1
user-159,0.0,50.0,5277.005970149254,5.380477611940298,1.1315397014925372,503.472049689441,608.8449367088608,652.4902597402597,508.8258064516129,4.590909090909091,2,9,18,11,28
user-160,-0.5,100.0,4636.3,5.415,1.250285,162.05,315.75,479.9,111.3,5.0,1,2,1,0,2
user-161,0.16580310880829016,75.71428571428571,5120.218233349079,5.406112423240435,1.162956258856873,376.70716360116165,520.6478239119559,494.3874291602267,395.33818364274964,4.71304347826087,2,175,105,64,162
user-162,-0.45185185185185184,8.571428571428571,5255.750178954903,5.355969935576235,1.1590371510379385,456.8095238095238,436.8841463414634,497.00154083204933,407.4930981595092,4.641025641025641,2,14,78,34,208
user-163,-1.1666666666666667,33.33333333333333,5635.008,5.238879999999999,1.2498836000000002,534.281512605042,634.6488888888889,610.6488888888889,570.8026315789474,3.68,1,11,21,8,28
user-164,0.3354531001589825,56.25,5028.466920908639,5.452535234621123,1.1619570717957222,377.97851099830797,509.89661852765056,484.5414484377822,382.4671734623359,4.652061855670103,3,317,393,119,646
user-165,1.2727272727272727,100.0,4437.880434782609,5.600108695652173,1.2154070652173914,360.2067039106145,524.6363636363636,561.0056179775281,480.11299435028246,5.0,1,10,4,5,27
user-166,-0.6842105263157895,33.33333333333333,5390.63309352518,5.25884892086331,1.1393906474820144,397.5925925925926,451.2142857142857,525.088,448.2720588235294,2.7777777777777777,2,2,11,3,22
user-167,0.9166666666666666,33.33333333333333,4901.509433962264,5.490424528301888,1.1493278301886793,334.77777777777777,411.53921568627453,401.9452736318408,374.42439024390245,3.3,2,6,21,3,30
user-168,-1.0,33.33333333333333,6144.021276595745,4.877446808510639,1.169759574468085,260.70212765957444,397.2093023255814,554.1860465116279,328.1489361702128,4.5,1,3,3,0,2
user-169,0.5064102564102564,71.42857142857143,4837.015603799186,5.514654002713704,1.1706568521031209,337.4117647058824,429.14714285714285,452.0564808110065,299.611781405252,3.2625,2,60,156,26,232
user-170,-0.34210526315789475,59.25925925925925,5205.315619967794,5.417230273752013,1.13251578099839,533.5519591141397,545.6700336700337,505.69686411149826,597.241622574956,7.529411764705882,2,29,13,17,41
user-171,0.38461538461538464,50.0,4971.192307692308,5.453538461538462,1.2015407692307691,255.78571428571428,499.4065040650407,501.41803278688525,434.008,3.727272727272727,1,12,11,2,11
user-172,-1.3333333333333333,80.0,5213.666666666667,5.359333333333334,1.1665783333333335,381.280701754386,601.4074074074074,502.9433962264151,524.7543859649123,2.7777777777777777,1,7,8,3,1
user-173,0.3230769230769231,58.333333333333336,5161.014191106907,5.4159886471144745,1.1530674550614948,327.0668604651163,480.4278506559031,484.59814049586777,334.7236328125,3.9753086419753085,2,100,81,18,115
user-174,0.7169421487603306,56.493506493506494,4951.027800226281,5.491601745595602,1.1525016001293034,360.43494729907775,462.54340071343637,472.02307162534436,356.1542071739859,4.41645885286783,3,245,320,139,856
user-175,0.6541666666666667,58.666666666666664,5024.539940196497,5.463481418197351,1.155976292182828,346.78327495621716,463.89095865515674,458.6854764107308,384.75827084252313,4.4480519480519485,2,115,142,60,312
user-176,0.057569296375266525,46.7005076142132,5200.595002905287,5.3869281425527795,1.1616274840209182,373.3505905511811,443.60383653044204,442.3261466920313,391.88126383578185,3.9116809116809117,3,484,338,111,559
user-177,-1.5909090909090908,90.0,5883.885714285714,5.0197714285714286,1.187125142857143,444.3905325443787,616.6603773584906,583.4013157894736,396.0925925925926,4.0,1,21,10,3,10
user-178,-0.06666666666666667,69.49152542372882,4959.18785151856,5.47091676040495,1.167648593925759,380.2852193995381,495.97979179424374,428.8080553807426,429.0805882352941,3.7579617834394905,2,106,157,31,175
user-179,0.43686006825938567,80.3030303030303,5026.384017758047,5.448250092489825,1.1670172770995189,352.8506006006006,464.46596244131456,454.749300279888,363.67826759474093,4.494736842105263,2,153,177,46,313
user-180,-0.14606741573033707,61.53846153846154,5119.494117647058,5.421289411764706,1.186404517647059,433.0245821042281,546.7223624432105,477.2365253793825,444.8753142282554,4.064327485380117,2,106,164,53,244
user-181,0.45161290322580644,83.33333333333334,5247.156571428572,5.391851428571428,1.1554288,350.5770142180095,513.4885404101327,515.283950617284,357.7581227436823,4.258620689655173,2,63,52,22,103
user-182,-0.007481296758104738,64.66165413533834,5213.138448163443,5.385681373614433,1.17523988263421,395.24983210208194,472.1668600603388,468.2162674887361,408.08440662373505,4.3584905660377355,2,264,296,88,504
user-183,0.25,100.0,4191.407407407408,5.702592592592593,1.1654296296296296,222.58333333333334,652.16,643.1666666666666,294.2916666666667,3.0,1,1,3,0,6
user-184,0.18666666666666668,17.647058823529413,5181.841463414634,5.408414634146341,1.1682900914634147,347.1674347158218,459.37891268533775,386.08658743633276,316.1251956181534,3.702127659574468,2,26,52,9,110
user-185,-0.16666666666666666,90.9090909090909,5246.286919831224,5.372489451476792,1.1874835443037972,471.09375,526.6575342465753,562.6,557.4018691588785,4.384615384615385,1,19,15,8,12
user-186,0.23870967741935484,55.55555555555556,4922.823746312684,5.5004719764011805,1.181056784660767,411.24734446130503,524.7668810289389,488.1781045751634,430.3546375681995,4.222222222222222,2,102,77,27,126
user-187,-0.20496894409937888,47.15447154471545,5138.756140350877,5.393467836257311,1.1823128070175437,340.79035139964265,483.3871374527112,450.10967741935485,372.13469633193023,3.4478527607361964,2,174,122,36,126
user-188,-1.263157894736842,50.0,5767.668341708542,5.190854271356783,1.1383698492462313,668.7554347826087,531.9,624.8531073446328,624.2397660818714,5.5,1,5,10,7,7
user-189,0.3443579766536965,46.070460704607044,5007.85930154466,5.44538280725319,1.1674509738079248,373.8380221653879,450.3719424460432,449.53551912568304,348.1219298245614,4.009546539379475,2,469,388,127,694
user-190,0.06611570247933884,43.22033898305085,4974.808095952024,5.4558620689655175,1.1650709895052473,365.4721586575134,463.6349960411718,478.4811547714515,402.2236842105263,5.131147540983607,2,110,57,17,161
user-191,0.391304347826087,100.0,5274.36875,5.360250000000001,1.175015,139.9493670886076,359.76973684210526,362.3,176.49375,4.5,1,18,12,7,14
user-192,-0.38461538461538464,88.88888888888889,5261.6823266219235,5.330447427293065,1.1765979865771812,425.75402298850577,504.7226277372263,499.99007444168734,425.39709443099275,4.275862068965517,2,46,31,4,22
user-193,0.2,12.5,4686.537037037037,5.505925925925926,1.195324074074074,342.6952380952381,632.1287128712871,587.2626262626262,293.3627450980392,2.5,2,3,14,1,19
user-194,-0.375,100.0,5171.601449275362,5.349420289855073,1.1535260869565218,375.375,263.5426356589147,367.0859375,342.7279411764706,4.1,2,9,10,6,13
user-195,-0.5357142857142857,58.9041095890411,5186.695912263211,5.386789631106681,1.184677367896311,422.75356415478615,495.8501628664495,490.43654266958424,426.34915611814347,4.45,2,91,43,28,80
user-196,-0.664,84.21052631578947,5590.160602258469,5.183789209535759,1.1855833124215809,495.8149100257069,651.4285714285714,632.3540462427745,503.1039473684211,3.4025974025974026,2,70,74,23,26
user-197,0.2962962962962963,36.11111111111111,5071.8969325153375,5.437251533742332,1.1556857668711658,393.70332480818416,459.6849673202614,463.18013245033114,410.7216494845361,3.681159420289855,2,26,60,22,101
user-198,-1.5,0.0,5498.762711864407,5.145762711864406,1.1708,819.3214285714286,744.0350877192982,663.7272727272727,377.8775510204082,3.125,2,0,7,3,3
user-199,0.7653061224489796,40.0,5073.193672099713,5.465158197507191,1.148205560882071,431.640873015873,511.7785714285714,481.231822971549,415.9755102040816,4.625,2,49,61,28,107
user-200,-2.5,100.0,5261.5,5.269473684210527,1.1723236842105262,359.2894736842105,337.8333333333333,451.8611111111111,429.7894736842105,2.4285714285714284,1,3,8,0,3
user-201,-0.21818181818181817,54.54545454545454,5262.383033419023,5.333933161953728,1.182638560411311,425.106100795756,480.2732558139535,535.1374269005848,396.85714285714283,4.181818181818182,2,42,20,9,30
user-202,0.25,33.33333333333333,5052.985185185185,5.423185185185185,1.176805925925926,405.9248120300752,496.336,380.15966386554624,433.0378787878788,3.3846153846153846,1,1,13,2,10
user-203,-0.2551369863013699,56.888888888888886,5406.705657757723,5.285680319333565,1.1715341027421033,501.39383561643837,537.5971169839216,541.8354961832061,452.56429510043176,4.457364341085271,2,291,408,152,653
user-204,0.7037037037037037,50.0,5010.549367088607,5.46093670886076,1.1492556962025318,446.6989247311828,515.3148148148148,574.4650537634409,440.1373626373626,4.833333333333333,2,22,23,7,52
user-205,-0.12,90.80459770114942,5141.688568376068,5.389278846153846,1.1586817307692308,448.9579596412556,502.5405707890319,549.7826336975273,459.7406983400114,4.1506849315068495,2,211,146,58,113
user-206,0.26335174953959484,71.42857142857143,5176.229028415858,5.395604900459419,1.1572450910328398,405.140127388535,482.34081041968165,510.45747422680415,427.5151460512081,4.712121212121212,2,366,369,142,621
user-207,-0.7066666666666667,71.42857142857143,5486.041186161449,5.2532784184514,1.1957805601317957,360.38200339558574,470.32514177693764,505.9751908396947,414.1042735042735,2.909090909090909,2,72,65,12,42
user-208,0.8671875,0.0,4619.787812840043,5.558400435255713,1.2062169749727967,278.70828729281766,374.0337837837838,393.3473325766175,277.6534988713318,3.630434782608696,2,4,104,11,141
user-209,0.8888888888888888,100.0,5063.378698224852,5.450059171597633,1.1749171597633137,299.7546012269939,454.61875,459.2125,310.2121212121212,4.818181818181818,1,10,10,3,21
user-210,-0.26517571884984026,68.18181818181817,5152.898030942335,5.366476793248946,1.1760068565400845,396.88759970993476,465.36916234247593,508.3104868913858,371.2008227374719,3.1442953020134228,2,255,311,79,243
user-211,0.007352941176470588,37.93103448275862,5194.570754716981,5.37374213836478,1.1545352987421384,406.9927536231884,489.37561779242174,503.2682926829268,373.1832504145937,5.242424242424242,2,29,74,26,165
user-212,-0.40310077519379844,70.9090909090909,5325.464409122322,5.349253628196268,1.1622322736696613,410.74186704384726,508.52963240810203,487.8030651340996,391.79008746355686,3.369565217391304,2,100,138,46,160
user-213,0.3,46.42857142857143,4963.429490124024,5.470675241157556,1.1747639412034911,441.93173258003765,505.76377952755905,531.2417582417582,481.2739322533137,4.047337278106509,3,50,166,43,314
user-214,-0.3157894736842105,78.78787878787878,5132.535128805621,5.400936768149882,1.1787654566744732,412.47285886610376,477.40605296343,542.1218274111675,419.06953223767385,5.146341463414634,2,71,43,11,69
user-215,0.3373493975903614,46.15384615384615,5050.213605442177,5.4492925170068025,1.1926848979591835,364.94190871369295,537.2114537444934,496.14564564564563,384.4402777777778,4.065217391304348,2,42,30,17,66
user-216,0.5714285714285714,66.66666666666666,4685.475490196079,5.531666666666668,1.2107602941176472,454.92039800995025,568.3862433862433,528.1390374331551,454.61538461538464,4.0,1,25,16,1,16
user-217,-0.6666666666666666,37.5,5212.703910614525,5.343240223463687,1.1508737430167597,294.50282485875704,379.70348837209303,358.15384615384613,238.39766081871346,4.555555555555555,1,19,7,5,16
user-218,0.4354066985645933,22.400000000000002,5027.189035087719,5.44971052631579,1.1771423684210527,401.87173717371735,484.8774740810556,493.7949209391471,398.34405144694534,3.90625,2,75,186,57,348
user-219,0.625,100.0,5192.550847457627,5.409152542372883,1.148254237288136,351.0625,474.009900990099,541.4,499.6725663716814,4.6,1,4,10,3,14
user-220,0.5560747663551402,71.25,4962.020490928495,5.48267022411953,1.1621481323372465,409.7352812908853,494.968622100955,504.3328700486449,440.3590767865069,4.08,2,385,303,162,424
user-221,-0.46318289786223277,75.0,5219.857683982684,5.355441017316017,1.1874152867965366,364.2034787410271,551.2388591800357,521.2092811646952,393.2965478211658,2.8816964285714284,2,331,443,60,334
user-222,0.4613333333333333,56.34920634920635,4880.7243920412675,5.489894374846475,1.169695652173913,359.8961267605634,443.69772310913373,480.0578905630452,379.3396031950528,4.320284697508897,2,181,295,69,624
user-223,0.37662337662337664,59.036144578313255,5117.242149337055,5.419560362875088,1.1910627355198884,382.25177809388333,490.184250764526,511.8010752688172,412.5279593318809,4.126436781609195,2,113,87,25,134
user-224,0.6134969325153374,27.941176470588236,5122.7557422969185,5.438885154061625,1.1623787675070028,432.7339930151339,520.1073985680191,532.4367396593674,417.7767332549941,3.8689655172413793,2,42,133,65,225
user-225,0.0,66.66666666666666,5209.518041237114,5.345850515463919,1.1712074742268042,455.0921052631579,533.3065902578796,537.3782991202346,513.2367021276596,4.380952380952381,2,20,12,5,59
user-226,0.5957446808510638,100.0,5186.408577878104,5.411286681715575,1.1419959367945822,379.1209302325581,504.28395061728395,561.5825,469.9952380952381,3.5833333333333335,2,28,37,14,29
user-227,-0.2222222222222222,100.0,5494.768518518518,5.310370370370369,1.1597527777777776,471.25714285714287,518.5882352941177,584.7524752475248,489.8673469387755,5.8,2,7,4,3,6
user-228,-0.95,20.0,5512.45744680851,5.28031914893617,1.1861079787234041,584.8508287292817,522.9597701149426,546.1569767441861,511.07954545454544,18.0,1,4,1,9,22
user-229,0.647887323943662,57.692307692307686,5023.293413173653,5.455892215568863,1.15903748502994,392.4639804639805,449.3643312101911,454.5019255455712,404.48553459119495,4.54,2,66,46,17,68
user-230,-0.1267605633802817,11.428571428571429,5135.271293375395,5.4061093585699265,1.1660695057833859,415.4030668127054,444.0467706013363,498.07787810383746,413.74801362088533,3.9125,2,20,80,24,125
user-231,-1.0344827586206897,60.0,5328.160869565218,5.278782608695652,1.1813121739130434,452.59276018099547,518.1310679611651,518.2821782178218,461.10407239819006,4.3076923076923075,1,7,13,1,24
user-232,-0.16317016317016317,74.2081447963801,5300.186861313869,5.356296141814391,1.154933639207508,359.8769460439326,457.85726989773235,491.9782315978456,367.3601648947711,4.473684210526316,3,415,236,123,345
user-233,1.0,37.5,5130.254237288135,5.46,1.125770338983051,407.17241379310343,516.8703703703703,522.0,543.566371681416,5.0,1,8,5,4,8
user-234,-0.3835616438356164,73.52941176470588,5300.507216494845,5.28979381443299,1.1968754639175259,435.3127659574468,525.4086757990867,480.8855140186916,388.04347826086956,3.575,2,64,35,10,31
user-235,-0.5,18.51851851851852,5497.608540925267,5.212384341637011,1.13634128113879,303.2964285714286,495.07169811320756,405.80152671755724,325.6726618705036,3.5652173913043477,2,15,22,0,55
user-236,-0.75,82.35294117647058,5378.039301310044,5.327467248908296,1.1617748908296945,338.114606741573,348.8510638297872,358.84299516908214,341.82312925170066,3.395348837209302,2,21,41,19,63
user-237,-0.13513513513513514,72.3076923076923,5215.091536050157,5.363435736677117,1.1738,422.4353697749196,504.12699468085106,496.984257357974,405.4848484848485,4.453608247422681,2,154,50,44,105
user-238,0.4857142857142857,61.904761904761905,4996.453730556288,5.4754521486949645,1.1659090957026101,400.4964596949891,433.2443640411912,495.79595846197026,385.49155826183227,5.194174757281553,2,201,199,127,400
user-239,-2.0,30.0,5436.82,5.164599999999999,1.2134200000000002,307.5777777777778,411.67391304347825,370.4222222222222,551.2,3.75,1,5,3,0,10
user-240,-0.25,50.0,4895.582329317269,5.4348995983935735,1.2140172690763051,371.1152263374486,463.0,603.5263157894736,403.87654320987656,2.88,1,10,27,6,30
user-241,-0.40476190476190477,70.2127659574468,5304.372881355932,5.347496740547589,1.1830539765319428,339.3011889035667,486.7964236588721,395.1638418079096,367.80135135135134,4.072727272727272,2,80,58,22,49
user-242,-0.5830721003134797,59.77653631284916,5344.708247117943,5.318318060892699,1.1760345551285842,432.7907188353048,479.21252796420583,478.62112813824587,431.34132668950485,3.808219178082192,2,298,251,96,333
user-243,-1.125,0.0,5449.69,5.2532,1.1431220000000002,338.1938775510204,545.9565217391304,513.2527472527472,384.03092783505156,3.4285714285714284,1,0,7,2,25
user-244,0.6666666666666666,0.0,5826.375939849624,5.263458646616542,1.0870511278195492,271.04651162790697,382.2,379.5625,391.0236220472441,4.125,1,1,7,7,23
user-245,0.2864864864864865,48.97959183673469,5222.082840236686,5.365244755244755,1.160485260892953,384.2373068432671,445.752688172043,463.2799767171129,357.5665901262916,5.0,2,88,91,32,221
user-246,0.06529209621993128,45.16129032258064,5028.312810601878,5.448188845941468,1.1605516013252346,421.28760806916426,475.92873563218393,508.95413380075956,405.3273050696709,4.424,2,199,237,83,435
user-247,0.15467625899280577,28.22085889570552,5166.571574294458,5.384899693981639,1.1746303638218294,400.7502186461431,507.17411204686925,534.8683868572489,405.26136162687885,3.860566448801743,3,147,472,148,860
user-248,-0.8297872340425532,75.0,5362.697050938338,5.284718498659517,1.198266219839142,472.98319327731093,554.5555555555555,517.0369230769231,425.0261627906977,3.1739130434782608,2,23,46,7,47
user-249,-1.3333333333333333,0.0,6751.5,4.69,1.1208571428571428,371.38461538461536,1166.6666666666667,1643.6666666666667,653.8461538461538,1.5,1,0,3,0,1
user-250,0.3716216216216216,67.3469387755102,5115.966972477064,5.4229541284403675,1.1827068501529052,430.75648323845667,520.3234519104084,524.7278225806451,439.1731266149871,3.4,2,74,165,39,204
user-251,-0.6835443037974683,71.7948717948718,5312.351092896175,5.293155737704918,1.1829112021857924,458.67130919220057,591.3522388059702,557.7125,435.99414348462665,3.7241379310344827,2,71,57,13,48
user-252,-0.36363636363636365,86.66666666666667,5047.567346938776,5.422040816326531,1.1803167346938774,420.5531914893617,421.3304721030043,480.98706896551727,412.7566371681416,3.6923076923076925,1,34,25,8,9
user-253,0.0,50.0,5306.504447268107,5.341448538754765,1.1900006353240151,425.7839262187088,545.5033921302578,538.9598337950139,435.42255434782606,4.228070175438597,2,29,61,12,90
user-254,-0.1791044776119403,58.620689655172406,5162.493411420205,5.399590043923865,1.173410541727672,476.4603658536585,486.7742946708464,557.9778481012659,473.8228840125392,4.955555555555556,2,34,41,22,84
user-255,0.31007751937984496,41.29032258064516,5147.646759070526,5.423165511618427,1.1625105177333874,487.05087979648084,515.7995661605206,526.9720633523978,518.3119911991199,4.436781609195402,2,175,340,137,584
user-256,-0.9117647058823529,80.0,5685.857908847185,5.234718498659518,1.16528927613941,428.296918767507,631.6162790697674,557.8765060240963,418.90112994350284,4.391304347826087,2,20,18,10,17
user-257,0.8571428571428571,50.0,4829.351254480287,5.491397849462365,1.1966670250896057,365.34065934065933,525.4097744360902,413.76356589147287,264.43359375,4.0,2,21,21,4,33
user-258,1.0,0.0,4698.385714285714,5.529714285714287,1.1821214285714283,498.7536231884058,576.1911764705883,374.258064516129,400.2352941176471,4.2,1,4,4,0,13
user-259,-1.25,34.375,5296.161157024793,5.356776859504131,1.2020429752066117,330.01271186440675,480.92035398230087,480.10434782608695,384.0127659574468,3.0,1,23,30,13,29
user-260,0.07236842105263158,53.333333333333336,5190.590537383177,5.392646028037382,1.160682593457944,464.3122721749696,483.7334167709637,553.7845373891001,449.0265319014529,3.4655172413793105,2,29,164,36,240
user-261,-0.40540540540540543,64.28571428571429,4997.54932735426,5.435964125560537,1.2183387892376683,377.00694444444446,501.76528117359413,439.57393483709274,405.903073286052,2.9791666666666665,2,52,50,9,25
user-262,-1.411764705882353,66.66666666666666,5193.970297029703,5.304554455445545,1.2220831683168318,407.010101010101,617.4719101123595,552.7241379310345,367.7916666666667,2.6875,1,9,15,0,13
user-263,0.4246575342465753,39.02439024390244,5068.733307377847,5.409672960872104,1.1924859256375318,390.27735773975326,590.324983943481,596.7621455264893,422.6351931330472,2.8419452887537995,3,303,641,91,608
user-264,-0.35106382978723405,75.0,5167.738544474393,5.3912578616352205,1.1804224618149146,384.7240411599626,561.1868884540118,542.2611717974181,392.0194931773879,3.84375,2,34,96,20,103
user-265,-0.3787878787878788,72.22222222222221,5099.722222222223,5.411545893719807,1.1827192028985507,436.50931677018633,555.8253557567917,581.4083769633507,439.72445019404915,3.8529411764705883,2,63,63,21,58
user-266,1.5,100.0,5035.896551724138,5.416206896551724,1.1471517241379312,570.9107142857143,618.8461538461538,713.2352941176471,583.7321428571429,3.0,2,7,5,1,5
user-267,-0.44970414201183434,58.82352941176471,5207.52841781874,5.364910394265233,1.1606878136200718,392.75066172578084,514.3817494600432,495.23093922651935,390.38637602179836,4.019736842105263,2,171,143,52,141
user-268,0.3395348837209302,46.85714285714286,5071.444960952027,5.44855150613611,1.1600228151729266,456.7198351971748,494.81580499311974,586.5862068965517,431.34934143870316,4.476839237057221,3,142,338,160,706
user-269,0.4444444444444444,92.0,4866.341911764706,5.521966911764705,1.1710963235294116,519.3075435203094,452.16173570019726,536.081466395112,541.0849802371541,3.673469387755102,2,39,49,17,57
user-270,1.0,0.0,5618.974358974359,5.263589743589743,1.1154025641025642,287.4102564102564,528.027027027027,653.8157894736842,219.4102564102564,3.25,1,3,2,1,5
user-271,-0.5833333333333334,88.88888888888889,5288.337278106509,5.313491124260355,1.207068047337278,365.30120481927713,666.2848101265823,550.6666666666666,407.0987654320988,3.08,1,10,28,3,13
user-272,-1.5263157894736843,58.333333333333336,5119.321167883211,5.289562043795621,1.2506817518248174,395.43283582089555,691.8818897637796,664.1451612903226,430.8496240601504,3.3846153846153846,1,14,9,2,11
user-273,-0.5405405405405406,57.14285714285714,5278.391549295775,5.3192957746478875,1.189412957746479,407.9035087719298,518.7018072289156,617.9442724458204,401.20771513353117,3.769230769230769,2,41,23,8,24
user-274,-0.26666666666666666,88.88888888888889,5105.776960784314,5.406225490196079,1.1927110294117647,419.0326633165829,603.2545454545455,559.5520833333334,411.9596774193548,5.888888888888889,1,22,16,7,34
user-275,-0.4444444444444444,34.84848484848485,5412.22555410691,5.289061277705345,1.1606114732724901,487.9427792915531,476.925,550.1481481481482,437.0013812154696,3.36046511627907,2,55,84,21,97
user-276,-0.05555555555555555,100.0,5265.863945578231,5.3408163265306134,1.2055802721088436,461.5486111111111,497.625,482.84328358208955,439.3125,3.4375,1,15,15,6,12
user-277,-1.1304347826086956,40.0,5432.4140625,5.228046875,1.2317367187500001,412.328,514.1848739495798,556.6837606837607,417.3739837398374,3.125,1,3,5,2,18
user-278,-0.15,63.1578947368421,4978.730027548209,5.441900826446282,1.1850278236914602,303.9915730337079,354.8035190615836,376.8123167155425,332.63142857142856,3.896551724137931,1,52,31,6,18
user-279,-0.2222222222222222,66.66666666666666,5283.253658536585,5.368048780487804,1.1431463414634147,552.3128205128205,504.3979057591623,507.6373626373626,413.989417989418,3.611111111111111,1,9,18,4,18
user-280,-0.47368421052631576,76.92307692307693,5076.10989010989,5.427948717948718,1.166484249084249,525.5074626865671,542.0736434108527,529.612,529.9812030075188,5.0,2,18,12,8,12
user-281,-1.1666666666666667,85.71428571428571,5466.725239616613,5.231054313099041,1.163684984025559,457.55737704918033,504.5344827586207,610.7152777777778,348.44147157190633,3.689655172413793,2,32,27,2,29
user-282,-0.9384615384615385,76.47058823529412,5215.628169014085,5.33487323943662,1.1894585915492957,431.47467438494937,583.6884498480243,581.9195583596214,491.3644444444444,3.219178082191781,2,67,78,18,37
user-283,0.13613861386138615,32.35294117647059,5147.860194174757,5.4113915857605175,1.1755415965480043,442.90763409748496,475.09961501443695,499.76078526417837,417.3941285251965,2.9980237154150196,2,190,510,117,558
user-284,0.9285714285714286,100.0,5264.27731092437,5.407731092436975,1.1279966386554625,536.0338983050848,529.2342342342342,403.77669902912623,440.6636363636364,2.5,1,8,16,6,9
user-285,0.6666666666666666,84.375,5166.631091918569,5.438667489204195,1.1347044417026526,412.9013539651838,577.1037859007832,529.8676671214188,439.84886817576563,5.628571428571429,2,115,60,48,102
user-286,0.1130820399113082,53.03030303030303,5173.792485055508,5.3823014517506405,1.1745828778821519,494.76210573078635,541.779926335175,590.1214336241452,455.6780521578583,4.140845070422535,2,196,366,109,572
user-287,0.07407407407407407,42.857142857142854,4796.329032258064,5.49258064516129,1.2350916129032257,407.68,376.0534351145038,629.231884057971,453.751677852349,3.235294117647059,2,8,17,1,23
user-288,0.017241379310344827,65.0,4993.79802259887,5.458757062146892,1.1622053672316384,334.05668604651163,475.2927536231884,471.7056213017751,344.61242603550295,4.465116279069767,3,27,40,14,99
user-289,-0.47619047619047616,100.0,5035.292397660819,5.3697660818713455,1.2276888888888888,445.07975460122697,610.8238993710692,658.7368421052631,459.78395061728395,2.68,1,22,24,2,5
user-290,0.5,28.57142857142857,4991.496062992126,5.469921259842519,1.1678706692913388,421.54526748971193,506.4566596194503,502.9373650107991,390.8466386554622,5.035714285714286,2,14,20,7,85
user-291,0.15942028985507245,41.66666666666667,5216.62540192926,5.383810289389068,1.181129421221865,457.4782608695652,508.5821917808219,528.1678321678322,491.74744027303757,3.357142857142857,2,24,65,18,74
user-292,-0.6341463414634146,41.30434782608695,5494.715642811906,5.309981000633312,1.1387614946168463,563.5670937289278,583.5469613259669,605.7247386759582,526.6307023895728,4.290322580645161,2,64,88,69,98
user-293,0.3394683026584867,59.55882352941176,5103.57130598936,5.427950918139694,1.1551995366397803,387.46219686162624,452.0761939482319,495.5935171385991,397.94354838709677,3.7748478701825556,2,371,431,132,678
user-294,1.1627906976744187,43.75,4874.24716981132,5.521603773584905,1.1628513207547169,412.064128256513,553.2458677685951,571.5402542372881,490.41701244813277,3.72,2,22,48,19,53
user-295,0.9722222222222222,31.57894736842105,4781.917344173442,5.562940379403794,1.181650406504065,355.45569620253167,382.82602339181284,419.3106936416185,372.42346208869816,4.384615384615385,2,9,53,12,97
user-296,0.35424354243542433,48.466257668711656,4954.0360262008735,5.458790029112081,1.166700363901019,413.4335227272727,456.9043757072803,531.4287626697266,412.84897643877946,4.376315789473685,2,156,389,156,764
user-297,-0.328125,46.15384615384615,5311.934939759036,5.3256385542168685,1.1900253012048192,480.1281407035176,722.3029490616622,660.0708446866485,517.8067010309278,3.477272727272727,2,35,41,7,39
user-298,0.21951219512195122,61.81818181818181,4760.154581225407,5.505823496346262,1.2126238898257449,361.77841892671665,513.0597758405978,487.687263556116,389.4468085106383,2.628099173553719,2,112,270,22,221
